afsc,doc_type,category,first_page,last_page,page_count,ksa_cues,mapping_terms,text_length,score,sample_text
71S3,AFOCD,Operations,244,244,1,7,4,5128,21.01,"DAFOCD, 31 Oct 24 AFSC 71S4, Staff AFSC 71S3, Qualified AFSC 71S1, Entry SPECIAL INVESTIGATIONS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Manages and conducts special investigatio"
71S4,AFOCD,Operations,244,244,1,7,4,5128,21.01,"DAFOCD, 31 Oct 24 AFSC 71S4, Staff AFSC 71S3, Qualified AFSC 71S1, Entry SPECIAL INVESTIGATIONS (Changed 31 Oct 15, Effective 26 Feb 15) 1. Specialty Summary. Manages and conducts special investigatio"
42G1,AFOCD,Operations,141,141,1,7,4,4905,20.99,"DAFOCD, 31 Oct 24 AFSC 42G4*, Staff AFSC 42G3*, Qualified AFSC 42G1*, Entry PHYSICIAN ASSISTANT (Changed 31 Oct 23) 1. Specialty Summary. Provides comprehensive health maintenance and continuing medic"
42G3,AFOCD,Operations,141,141,1,7,4,4905,20.99,"DAFOCD, 31 Oct 24 AFSC 42G4*, Staff AFSC 42G3*, Qualified AFSC 42G1*, Entry PHYSICIAN ASSISTANT (Changed 31 Oct 23) 1. Specialty Summary. Provides comprehensive health maintenance and continuing medic"
42G4,AFOCD,Operations,141,141,1,7,4,4905,20.99,"DAFOCD, 31 Oct 24 AFSC 42G4*, Staff AFSC 42G3*, Qualified AFSC 42G1*, Entry PHYSICIAN ASSISTANT (Changed 31 Oct 23) 1. Specialty Summary. Provides comprehensive health maintenance and continuing medic"
65W1,AFOCD,Operations,242,242,1,7,4,4688,20.97,"DAFOCD, 31 Oct 24 AFSC 65W4, Staff AFSC 65W3, Qualified AFSC 65W1, Entry COST ANALYSIS (Changed 31 Oct 15) 1. Specialty Summary. Provide commanders/leadership with sound, technical and quantitative in"
65W3,AFOCD,Operations,242,242,1,7,4,4688,20.97,"DAFOCD, 31 Oct 24 AFSC 65W4, Staff AFSC 65W3, Qualified AFSC 65W1, Entry COST ANALYSIS (Changed 31 Oct 15) 1. Specialty Summary. Provide commanders/leadership with sound, technical and quantitative in"
65W4,AFOCD,Operations,242,242,1,7,4,4688,20.97,"DAFOCD, 31 Oct 24 AFSC 65W4, Staff AFSC 65W3, Qualified AFSC 65W1, Entry COST ANALYSIS (Changed 31 Oct 15) 1. Specialty Summary. Provide commanders/leadership with sound, technical and quantitative in"
42B1,AFOCD,Operations,136,136,1,7,4,4472,20.95,"DAFOCD, 31 Oct 24 AFSC 42B4*, Staff AFSC 42B3*, Qualified AFSC 42B1*, Entry PHYSICAL THERAPIST (Changed 31 Oct 22) 1. Specialty Summary. Examines, diagnoses, treats, and manages neuromusculoskeletal d"
42B3,AFOCD,Operations,136,136,1,7,4,4472,20.95,"DAFOCD, 31 Oct 24 AFSC 42B4*, Staff AFSC 42B3*, Qualified AFSC 42B1*, Entry PHYSICAL THERAPIST (Changed 31 Oct 22) 1. Specialty Summary. Examines, diagnoses, treats, and manages neuromusculoskeletal d"
42B4,AFOCD,Operations,136,136,1,7,4,4472,20.95,"DAFOCD, 31 Oct 24 AFSC 42B4*, Staff AFSC 42B3*, Qualified AFSC 42B1*, Entry PHYSICAL THERAPIST (Changed 31 Oct 22) 1. Specialty Summary. Examines, diagnoses, treats, and manages neuromusculoskeletal d"
63A1,AFOCD,Operations,235,235,1,7,4,4483,20.95,"DAFOCD, 31 Oct 24 AFSC 63A4, Staff AFSC 63A3, Qualified AFSC 63A1, Entry ACQUISITION MANAGER (Changed 31 Oct 23) 1. Specialty Summary. Manages defense acquisition programs covering every aspect of the"
13B1,AFOCD,Operations,58,58,1,7,4,4442,20.94,"DAFOCD, 31 Oct 24 AFSC 13B4*, Staff AFSC 13B3*, Qualified AFSC 13B1*, Entry AIR BATTLE MANAGER (Changed 30 Apr 24) 1. Specialty Summary. Performs battle management and command and control (BMC2) on C2"
13B4,AFOCD,Operations,58,58,1,7,4,4442,20.94,"DAFOCD, 31 Oct 24 AFSC 13B4*, Staff AFSC 13B3*, Qualified AFSC 13B1*, Entry AIR BATTLE MANAGER (Changed 30 Apr 24) 1. Specialty Summary. Performs battle management and command and control (BMC2) on C2"
16K1,AFOCD,Operations,86,86,1,7,4,4410,20.94,"DAFOCD, 31 Oct 24 AFSC 16K4, Staff AFSC 16K3, Qualified AFSC 16K1, Entry SOFTWARE DEVELOPMENT OFFICER (SDO) (Established 30 Apr 19) 1. Specialty Summary. Designs, develops, or manages the development"
16K3,AFOCD,Operations,86,86,1,7,4,4410,20.94,"DAFOCD, 31 Oct 24 AFSC 16K4, Staff AFSC 16K3, Qualified AFSC 16K1, Entry SOFTWARE DEVELOPMENT OFFICER (SDO) (Established 30 Apr 19) 1. Specialty Summary. Designs, develops, or manages the development"
16K4,AFOCD,Operations,86,86,1,7,4,4410,20.94,"DAFOCD, 31 Oct 24 AFSC 16K4, Staff AFSC 16K3, Qualified AFSC 16K1, Entry SOFTWARE DEVELOPMENT OFFICER (SDO) (Established 30 Apr 19) 1. Specialty Summary. Designs, develops, or manages the development"
64P1,AFOCD,Operations,239,239,1,7,4,4251,20.93,"DAFOCD, 31 Oct 24 AFSC 64P4, Staff AFSC 64P3, Qualified AFSC 64P1, Entry CONTRACTING (Changed 30 Apr 16, Effective 18 Jun 15) 1. Specialty Summary. Plans, organizes, manages, and accomplishes contract"
64P3,AFOCD,Operations,239,239,1,7,4,4251,20.93,"DAFOCD, 31 Oct 24 AFSC 64P4, Staff AFSC 64P3, Qualified AFSC 64P1, Entry CONTRACTING (Changed 30 Apr 16, Effective 18 Jun 15) 1. Specialty Summary. Plans, organizes, manages, and accomplishes contract"
64P4,AFOCD,Operations,239,239,1,7,4,4251,20.93,"DAFOCD, 31 Oct 24 AFSC 64P4, Staff AFSC 64P3, Qualified AFSC 64P1, Entry CONTRACTING (Changed 30 Apr 16, Effective 18 Jun 15) 1. Specialty Summary. Plans, organizes, manages, and accomplishes contract"
44U1,AFOCD,Operations,176,176,1,7,4,4240,20.92,"DAFOCD, 31 Oct 24 AFSC 44U4, Staff AFSC 44U3, Qualified AFSC 44U1, Entry OCCUPATIONAL MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Administers occupational medicine program; provides u"
44U3,AFOCD,Operations,176,176,1,7,4,4240,20.92,"DAFOCD, 31 Oct 24 AFSC 44U4, Staff AFSC 44U3, Qualified AFSC 44U1, Entry OCCUPATIONAL MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Administers occupational medicine program; provides u"
44U4,AFOCD,Operations,176,176,1,7,4,4240,20.92,"DAFOCD, 31 Oct 24 AFSC 44U4, Staff AFSC 44U3, Qualified AFSC 44U1, Entry OCCUPATIONAL MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Administers occupational medicine program; provides u"
42F1,AFOCD,Operations,140,140,1,7,4,3885,20.89,"DAFOCD, 31 Oct 24 AFSC 42F4, Staff AFSC 42F3, Qualified AFSC 42F1, Entry PODIATRIC SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of the foot,"
42F3,AFOCD,Operations,140,140,1,7,4,3885,20.89,"DAFOCD, 31 Oct 24 AFSC 42F4, Staff AFSC 42F3, Qualified AFSC 42F1, Entry PODIATRIC SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of the foot,"
42F4,AFOCD,Operations,140,140,1,7,4,3885,20.89,"DAFOCD, 31 Oct 24 AFSC 42F4, Staff AFSC 42F3, Qualified AFSC 42F1, Entry PODIATRIC SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of the foot,"
46S1,AFOCD,Operations,195,195,1,7,4,3592,20.86,"DAFOCD, 31 Oct 24 AFSC 46S4, Staff AFSC 46S3, Qualified AFSC 46S1, Entry OPERATING ROOM NURSE (Changed 31 Oct 23) 1. Specialty Summary. Provides professional nursing care within scope of practice, est"
46S3,AFOCD,Operations,195,195,1,7,4,3592,20.86,"DAFOCD, 31 Oct 24 AFSC 46S4, Staff AFSC 46S3, Qualified AFSC 46S1, Entry OPERATING ROOM NURSE (Changed 31 Oct 23) 1. Specialty Summary. Provides professional nursing care within scope of practice, est"
46S4,AFOCD,Operations,195,195,1,7,4,3592,20.86,"DAFOCD, 31 Oct 24 AFSC 46S4, Staff AFSC 46S3, Qualified AFSC 46S1, Entry OPERATING ROOM NURSE (Changed 31 Oct 23) 1. Specialty Summary. Provides professional nursing care within scope of practice, est"
47P1,AFOCD,Operations,206,206,1,7,4,3614,20.86,"DAFOCD, 31 Oct 24 AFSC 47P4* Staff AFSC 47P3* Qualified AFSC 47P1* Entry PROSTHODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines and diagnoses disabilities incident to loss of teeth and supp"
47P3,AFOCD,Operations,206,206,1,7,4,3614,20.86,"DAFOCD, 31 Oct 24 AFSC 47P4* Staff AFSC 47P3* Qualified AFSC 47P1* Entry PROSTHODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines and diagnoses disabilities incident to loss of teeth and supp"
47P4,AFOCD,Operations,206,206,1,7,4,3614,20.86,"DAFOCD, 31 Oct 24 AFSC 47P4* Staff AFSC 47P3* Qualified AFSC 47P1* Entry PROSTHODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines and diagnoses disabilities incident to loss of teeth and supp"
11M1,AFOCD,Operations,40,40,1,7,4,3237,20.82,"DAFOCD, 31 Oct 24 AFSC 11M4*, Staff AFSC 11M3*, Aircraft Commander AFSC 11M2*, Qualified Pilot/Copilot AFSC 11M1*, Entry/Student MOBILITY PILOT (Changed 30 Apr 19) 1. Specialty Summary. Pilots mobilit"
11M2,AFOCD,Operations,40,40,1,7,4,3237,20.82,"DAFOCD, 31 Oct 24 AFSC 11M4*, Staff AFSC 11M3*, Aircraft Commander AFSC 11M2*, Qualified Pilot/Copilot AFSC 11M1*, Entry/Student MOBILITY PILOT (Changed 30 Apr 19) 1. Specialty Summary. Pilots mobilit"
11M3,AFOCD,Operations,40,40,1,7,4,3237,20.82,"DAFOCD, 31 Oct 24 AFSC 11M4*, Staff AFSC 11M3*, Aircraft Commander AFSC 11M2*, Qualified Pilot/Copilot AFSC 11M1*, Entry/Student MOBILITY PILOT (Changed 30 Apr 19) 1. Specialty Summary. Pilots mobilit"
11M4,AFOCD,Operations,40,40,1,7,4,3237,20.82,"DAFOCD, 31 Oct 24 AFSC 11M4*, Staff AFSC 11M3*, Aircraft Commander AFSC 11M2*, Qualified Pilot/Copilot AFSC 11M1*, Entry/Student MOBILITY PILOT (Changed 30 Apr 19) 1. Specialty Summary. Pilots mobilit"
11R1,AFOCD,Operations,41,41,1,7,4,3130,20.81,"DAFOCD, 31 Oct 24 AFSC 11R4*, Staff AFSC 11R3*, Aircraft Commander AFSC 11R2*, Qualified Pilot/Copilot AFSC 11R1*, Entry/Student RECONNAISSANCE/SURVEILLANCE/ELECTRONICWARFARE PILOT (Changed 30 Apr 23)"
11R4,AFOCD,Operations,41,41,1,7,4,3130,20.81,"DAFOCD, 31 Oct 24 AFSC 11R4*, Staff AFSC 11R3*, Aircraft Commander AFSC 11R2*, Qualified Pilot/Copilot AFSC 11R1*, Entry/Student RECONNAISSANCE/SURVEILLANCE/ELECTRONICWARFARE PILOT (Changed 30 Apr 23)"
11S1,AFOCD,Operations,42,42,1,7,4,3067,20.81,"DAFOCD, 31 Oct 24 AFSC 11S4*, Staff AFSC 11S3*, Aircraft Commander AFSC 11S2*, Qualified Pilot/Copilot AFSC 11S1*, Entry/Student SPECIAL OPERATIONS PILOT (Changed 30 Apr 13) 1. Specialty Summary. Pilo"
11S2,AFOCD,Operations,42,42,1,7,4,3067,20.81,"DAFOCD, 31 Oct 24 AFSC 11S4*, Staff AFSC 11S3*, Aircraft Commander AFSC 11S2*, Qualified Pilot/Copilot AFSC 11S1*, Entry/Student SPECIAL OPERATIONS PILOT (Changed 30 Apr 13) 1. Specialty Summary. Pilo"
11S3,AFOCD,Operations,42,42,1,7,4,3067,20.81,"DAFOCD, 31 Oct 24 AFSC 11S4*, Staff AFSC 11S3*, Aircraft Commander AFSC 11S2*, Qualified Pilot/Copilot AFSC 11S1*, Entry/Student SPECIAL OPERATIONS PILOT (Changed 30 Apr 13) 1. Specialty Summary. Pilo"
11S4,AFOCD,Operations,42,42,1,7,4,3067,20.81,"DAFOCD, 31 Oct 24 AFSC 11S4*, Staff AFSC 11S3*, Aircraft Commander AFSC 11S2*, Qualified Pilot/Copilot AFSC 11S1*, Entry/Student SPECIAL OPERATIONS PILOT (Changed 30 Apr 13) 1. Specialty Summary. Pilo"
11U3,AFOCD,Operations,44,44,1,7,4,3066,20.81,"DAFOCD, 31 Oct 24 AFSC 11U4*, Staff AFSC 11U3*, Qualified AFSC 11U1*, Entry/Student REMOTELY PILOTED AIRCRAFT (RPA) PILOT (Changed 30 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates specia"
11U4,AFOCD,Operations,44,44,1,7,4,3066,20.81,"DAFOCD, 31 Oct 24 AFSC 11U4*, Staff AFSC 11U3*, Qualified AFSC 11U1*, Entry/Student REMOTELY PILOTED AIRCRAFT (RPA) PILOT (Changed 30 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates specia"
18A1,AFOCD,Operations,99,99,1,7,4,3138,20.81,"DAFOCD, 31 Oct 24 AFSC 18A4*, Staff AFSC 18A3*, Qualified AFSC 18A1*, Entry/Student ATTACK REMOTELY PILOTED AIRCRAFT PILOT (Changed 31 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates speci"
18A3,AFOCD,Operations,99,99,1,7,4,3138,20.81,"DAFOCD, 31 Oct 24 AFSC 18A4*, Staff AFSC 18A3*, Qualified AFSC 18A1*, Entry/Student ATTACK REMOTELY PILOTED AIRCRAFT PILOT (Changed 31 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates speci"
18A4,AFOCD,Operations,99,99,1,7,4,3138,20.81,"DAFOCD, 31 Oct 24 AFSC 18A4*, Staff AFSC 18A3*, Qualified AFSC 18A1*, Entry/Student ATTACK REMOTELY PILOTED AIRCRAFT PILOT (Changed 31 Oct 12, Effective 27 Aug 12) 1. Specialty Summary. Operates speci"
18R1,AFOCD,Operations,102,102,1,7,4,3091,20.81,"DAFOCD, 31 Oct 24 AFSC 18R4*, Staff AFSC 18R3*, Qualified AFSC 18R1*, Entry/Student RECONNAISSANCE REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr 12) 1. Specialty Summary. Operates specialized missio"
18R3,AFOCD,Operations,102,102,1,7,4,3091,20.81,"DAFOCD, 31 Oct 24 AFSC 18R4*, Staff AFSC 18R3*, Qualified AFSC 18R1*, Entry/Student RECONNAISSANCE REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr 12) 1. Specialty Summary. Operates specialized missio"
18R4,AFOCD,Operations,102,102,1,7,4,3091,20.81,"DAFOCD, 31 Oct 24 AFSC 18R4*, Staff AFSC 18R3*, Qualified AFSC 18R1*, Entry/Student RECONNAISSANCE REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr 12) 1. Specialty Summary. Operates specialized missio"
18S3,AFOCD,Operations,103,103,1,7,4,3111,20.81,"DAFOCD, 31 Oct 24 AFSC 18S4*, Staff AFSC 18S3*, Qualified AFSC 18S1*, Entry/Student SPECIAL OPERATIONS REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr 12) 1. Specialty Summary. Operates specialized mi"
18S4,AFOCD,Operations,103,103,1,7,4,3111,20.81,"DAFOCD, 31 Oct 24 AFSC 18S4*, Staff AFSC 18S3*, Qualified AFSC 18S1*, Entry/Student SPECIAL OPERATIONS REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr 12) 1. Specialty Summary. Operates specialized mi"
11F1,AFOCD,Operations,36,36,1,7,4,3029,20.8,"DAFOCD, 31 Oct 24 AFSC 11F4*, Staff AFSC 11F3*, Flight Lead AFSC 11F2*, Wingman AFSC 11F1*, Entry/Student FIGHTER PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots fighter aircraft and commands c"
11F2,AFOCD,Operations,36,36,1,7,4,3029,20.8,"DAFOCD, 31 Oct 24 AFSC 11F4*, Staff AFSC 11F3*, Flight Lead AFSC 11F2*, Wingman AFSC 11F1*, Entry/Student FIGHTER PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots fighter aircraft and commands c"
11F3,AFOCD,Operations,36,36,1,7,4,3029,20.8,"DAFOCD, 31 Oct 24 AFSC 11F4*, Staff AFSC 11F3*, Flight Lead AFSC 11F2*, Wingman AFSC 11F1*, Entry/Student FIGHTER PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots fighter aircraft and commands c"
11F4,AFOCD,Operations,36,36,1,7,4,3029,20.8,"DAFOCD, 31 Oct 24 AFSC 11F4*, Staff AFSC 11F3*, Flight Lead AFSC 11F2*, Wingman AFSC 11F1*, Entry/Student FIGHTER PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots fighter aircraft and commands c"
11B2,AFOCD,Operations,34,34,1,7,4,2832,20.78,"DAFOCD, 31 Oct 24 AFSC 11B4*, Staff AFSC 11B3*, Aircraft Commander AFSC 11B2*, Qualified Pilot/Copilot AFSC 11B1*, Entry/Student BOMBER PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots bomber ai"
11B3,AFOCD,Operations,34,34,1,7,4,2832,20.78,"DAFOCD, 31 Oct 24 AFSC 11B4*, Staff AFSC 11B3*, Aircraft Commander AFSC 11B2*, Qualified Pilot/Copilot AFSC 11B1*, Entry/Student BOMBER PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots bomber ai"
11B4,AFOCD,Operations,34,34,1,7,4,2832,20.78,"DAFOCD, 31 Oct 24 AFSC 11B4*, Staff AFSC 11B3*, Aircraft Commander AFSC 11B2*, Qualified Pilot/Copilot AFSC 11B1*, Entry/Student BOMBER PILOT (Changed 30 Apr 23) 1. Specialty Summary. Pilots bomber ai"
87Q0,AFOCD,Operations,260,260,1,6,5,3746,20.37,"DAFOCD, 31 Oct 24 SDI 87Q0 DIRECTOR, COMPLAINTS RESOLUTION (Established 31 Oct 12) 1. Special Duty Summary. Plans, directs, conducts, and monitors inspector general (IG) complaints resolution programs"
84H0,AFOCD,Operations,254,254,1,6,5,3047,20.3,"DAFOCD, 31 Oct 24 SDI 84H0 HISTORIAN (Changed 31 Oct 24) 1. Special Duty Summary. Performs and manages historical research, writing, and collection and preservation of documents, information, and ma"
86P0,AFOCD,Operations,257,257,1,6,5,2964,20.3,"DAFOCD, 31 Oct 24 SDI 86P0 COMMAND AND CONTROL 1. Special Duty Summary: Plans, organizes, and directs operation of command posts, operations centers, and control centers. Ensures positive control of a"
87I0,AFOCD,Operations,259,259,1,6,5,2888,20.29,"DAFOCD, 31 Oct 24 SDI 87I0 DIRECTOR, WING INSPECTIONS (Established 31 Oct 12) 1. Special Duty Summary. Implements, and directs wing Inspector General (IG) inspection activities in support of the Comma"
43H3,AFOCD,Operations,152,152,1,5,6,6734,20.17,"DAFOCD, 31 Oct 24 AFSC 43H4*, Staff AFSC 43H3*, Qualified AFSC 43H1*, Entry PUBLIC HEALTH OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Applies public health, preventive medicine and medical ento"
43H4,AFOCD,Operations,152,152,1,5,6,6734,20.17,"DAFOCD, 31 Oct 24 AFSC 43H4*, Staff AFSC 43H3*, Qualified AFSC 43H1*, Entry PUBLIC HEALTH OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Applies public health, preventive medicine and medical ento"
16Z3,AFOCD,Operations,90,90,1,8,2,5560,20.06,"DAFOCD, 31 Oct 24 AFSC 16Z4*, Staff AFSC 16Z3*, Qualified AFSC 16Z1*, Entry RATED FOREIGN AREA OFFICER (FAO) (Changed 30 Apr 21) 1. Specialty Summary. Provides a cadre of rated Airmen with internation"
16Z4,AFOCD,Operations,90,90,1,8,2,5560,20.06,"DAFOCD, 31 Oct 24 AFSC 16Z4*, Staff AFSC 16Z3*, Qualified AFSC 16Z1*, Entry RATED FOREIGN AREA OFFICER (FAO) (Changed 30 Apr 21) 1. Specialty Summary. Provides a cadre of rated Airmen with internation"
51J1,AFOCD,Operations,220,220,1,7,3,6091,19.61,"DAFOCD, 31 Oct 24 AFSC 51J4, Staff AFSC 51J3, Qualified AFSC 51J1, Entry JUDGE ADVOCATE 1. Specialty Summary. Manages and provides legal services to preserve prerogatives of the United States Air Forc"
51J3,AFOCD,Operations,220,220,1,7,3,6091,19.61,"DAFOCD, 31 Oct 24 AFSC 51J4, Staff AFSC 51J3, Qualified AFSC 51J1, Entry JUDGE ADVOCATE 1. Specialty Summary. Manages and provides legal services to preserve prerogatives of the United States Air Forc"
51J4,AFOCD,Operations,220,220,1,7,3,6091,19.61,"DAFOCD, 31 Oct 24 AFSC 51J4, Staff AFSC 51J3, Qualified AFSC 51J1, Entry JUDGE ADVOCATE 1. Specialty Summary. Manages and provides legal services to preserve prerogatives of the United States Air Forc"
48R4,AFOCD,Operations,215,215,1,7,3,5869,19.59,"DAFOCD, 31 Oct 24 AFSC 48R4*, Staff AFSC 48R3*, Qualified AFSC 48R1*, Entry RESIDENCY TRAINED FLIGHT SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Administers the aerospace medicine program; condu"
32E1,AFOCD,Operations,121,121,1,7,3,5813,19.58,"DAFOCD, 31 Oct 24 AFSC 32E4, Staff AFSC 32E3*, Qualified AFSC 32E1*, Entry CIVIL ENGINEER (Changed 30 Apr 24) 1. Specialty Summary. Develops and implements civil engineer (CE) force employment and pro"
32E3,AFOCD,Operations,121,121,1,7,3,5813,19.58,"DAFOCD, 31 Oct 24 AFSC 32E4, Staff AFSC 32E3*, Qualified AFSC 32E1*, Entry CIVIL ENGINEER (Changed 30 Apr 24) 1. Specialty Summary. Develops and implements civil engineer (CE) force employment and pro"
32E4,AFOCD,Operations,121,121,1,7,3,5813,19.58,"DAFOCD, 31 Oct 24 AFSC 32E4, Staff AFSC 32E3*, Qualified AFSC 32E1*, Entry CIVIL ENGINEER (Changed 30 Apr 24) 1. Specialty Summary. Develops and implements civil engineer (CE) force employment and pro"
48G4,AFOCD,Operations,211,211,1,7,3,5804,19.58,"DAFOCD, 31 Oct 24 AFSC 48G4 Staff AFSC 48G3 Qualified AFSC 48G1 Entry GENERAL MEDICAL OFFICER (GMO), FLIGHT SURGEON (Changed 30 Apr 24) 1. Specialty Summary. Administers the Aerospace Medicine Program"
35B1,AFOCD,Operations,124,124,1,7,3,4766,19.48,"DAFOCD, 31 Oct 24 AFSC 35B4, Staff AFSC 35B3, Qualified AFSC 35B1, Entry BAND (Changed 30 Apr 14, Effective 19 Aug 13) 1. Specialty Summary. Leads, directs and manages Air Force band programs to rende"
35B3,AFOCD,Operations,124,124,1,7,3,4766,19.48,"DAFOCD, 31 Oct 24 AFSC 35B4, Staff AFSC 35B3, Qualified AFSC 35B1, Entry BAND (Changed 30 Apr 14, Effective 19 Aug 13) 1. Specialty Summary. Leads, directs and manages Air Force band programs to rende"
35B4,AFOCD,Operations,124,124,1,7,3,4766,19.48,"DAFOCD, 31 Oct 24 AFSC 35B4, Staff AFSC 35B3, Qualified AFSC 35B1, Entry BAND (Changed 30 Apr 14, Effective 19 Aug 13) 1. Specialty Summary. Leads, directs and manages Air Force band programs to rende"
47G1,AFOCD,Operations,202,202,1,7,3,4675,19.47,"DAFOCD, 31 Oct 24 AFSC 47G4*, Staff AFSC 47G3*, Qualified AFSC 47G1*, Entry DENTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases, abnormalities, injuries, and dys"
47G3,AFOCD,Operations,202,202,1,7,3,4675,19.47,"DAFOCD, 31 Oct 24 AFSC 47G4*, Staff AFSC 47G3*, Qualified AFSC 47G1*, Entry DENTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases, abnormalities, injuries, and dys"
47G3A,AFOCD,Operations,202,202,1,7,3,4675,19.47,"DAFOCD, 31 Oct 24 AFSC 47G4*, Staff AFSC 47G3*, Qualified AFSC 47G1*, Entry DENTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases, abnormalities, injuries, and dys"
47G4,AFOCD,Operations,202,202,1,7,3,4675,19.47,"DAFOCD, 31 Oct 24 AFSC 47G4*, Staff AFSC 47G3*, Qualified AFSC 47G1*, Entry DENTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases, abnormalities, injuries, and dys"
44E1,AFOCD,Operations,163,163,1,7,3,4496,19.45,"DAFOCD, 31 Oct 24 AFSC 44E4*, Staff AFSC 44E3*, Qualified AFSC 44E1*, Entry EMERGENCY MEDICINE PHYSICIAN (Changed 31 Oct 24) 1. Specialty Summary. Examines, diagnoses, and treats initial and acute ph"
44E3,AFOCD,Operations,163,163,1,7,3,4496,19.45,"DAFOCD, 31 Oct 24 AFSC 44E4*, Staff AFSC 44E3*, Qualified AFSC 44E1*, Entry EMERGENCY MEDICINE PHYSICIAN (Changed 31 Oct 24) 1. Specialty Summary. Examines, diagnoses, and treats initial and acute ph"
44E4,AFOCD,Operations,163,163,1,7,3,4496,19.45,"DAFOCD, 31 Oct 24 AFSC 44E4*, Staff AFSC 44E3*, Qualified AFSC 44E1*, Entry EMERGENCY MEDICINE PHYSICIAN (Changed 31 Oct 24) 1. Specialty Summary. Examines, diagnoses, and treats initial and acute ph"
44B1,AFOCD,Operations,161,161,1,7,3,4197,19.42,"DAFOCD, 31 Oct 24 AFSC 44B4 Staff AFSC 44B3 Qualified AFSC 44B1 Entry PREVENTIVE MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Develops, administers, and conducts general preventive med"
44B3,AFOCD,Operations,161,161,1,7,3,4197,19.42,"DAFOCD, 31 Oct 24 AFSC 44B4 Staff AFSC 44B3 Qualified AFSC 44B1 Entry PREVENTIVE MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Develops, administers, and conducts general preventive med"
44B4,AFOCD,Operations,161,161,1,7,3,4197,19.42,"DAFOCD, 31 Oct 24 AFSC 44B4 Staff AFSC 44B3 Qualified AFSC 44B1 Entry PREVENTIVE MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Develops, administers, and conducts general preventive med"
47S1,AFOCD,Operations,207,207,1,7,3,3831,19.38,"DAFOCD, 31 Oct 24 AFSC 47S4*, Staff AFSC 47S3*, Qualified AFSC 47S1*, Entry ORAL AND MAXILLOFACIAL SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats by surgical means a"
47S3,AFOCD,Operations,207,207,1,7,3,3831,19.38,"DAFOCD, 31 Oct 24 AFSC 47S4*, Staff AFSC 47S3*, Qualified AFSC 47S1*, Entry ORAL AND MAXILLOFACIAL SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats by surgical means a"
47S4,AFOCD,Operations,207,207,1,7,3,3831,19.38,"DAFOCD, 31 Oct 24 AFSC 47S4*, Staff AFSC 47S3*, Qualified AFSC 47S1*, Entry ORAL AND MAXILLOFACIAL SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats by surgical means a"
16G1,AFOCD,Operations,85,85,1,7,3,3733,19.37,"DAFOCD, 31 Oct 24 AFSC 16G4, Staff AFSC 16G3, Qualified AFSC 16G1, Entry AIR FORCE OPERATIONS STAFF OFFICER (Changed 31 Oct 23) 1. Specialty Summary. Develops and writes Air Force, joint services, or"
