afsc,label,text_norm,source_doc,evidence,page,chunk_idx,extractor_version
1A3X1,A,Ability to communicate instructions and safety information clearly,llm,Ability to communicate instructions and safety information clearly,,3,llm_v0
1A3X1,A,Ability to coordinate multiple tasks under time and stress constraints,llm,Ability to coordinate multiple tasks under time and stress constraints,,3,llm_v0
1A3X1,A,Ability to ensure correct weight and balance through quantitative reasoning,llm,Ability to ensure correct weight and balance through quantitative reasoning,,3,llm_v0
1A3X1,A,Ability to demonstrate and instruct proper use of emergency equipment,llm,Ability to demonstrate and instruct proper use of emergency equipment,,3,llm_v0
1A3X1,A,Ability to troubleshoot minor in-flight issues,llm,Ability to troubleshoot minor in-flight issues,,3,llm_v0
1A3X1,A,"Ability to enforce passenger safety, security, and compliance requirements",llm,"Ability to enforce passenger safety, security, and compliance requirements",,3,llm_v0
1A3X1,K,"Aircraft systems, performance, and weight-and-balance principles",llm,"Aircraft systems, performance, and weight-and-balance principles",,4,llm_v0
1A3X1,K,Aircrew qualification standards for Mission Design Series and AF Form 8,llm,Aircrew qualification standards for Mission Design Series and AF Form 8,,4,llm_v0
1A3X1,K,Aircraft records and documentation requirements,llm,Aircraft records and documentation requirements,,4,llm_v0
1A3X1,K,In-flight refueling system components and theory of operation,llm,In-flight refueling system components and theory of operation,,4,llm_v0
1A3X1,K,Load planning principles and cargo handling fundamentals,llm,Load planning principles and cargo handling fundamentals,,4,llm_v0
1A3X1,K,Emergency equipment and in-flight emergency procedures,llm,Emergency equipment and in-flight emergency procedures,,4,llm_v0
1A3X1,K,Personal equipment and oxygen system usage principles,llm,Personal equipment and oxygen system usage principles,,4,llm_v0
1A3X1,K,Aircrew communications procedures and current flying directives,llm,Aircrew communications procedures and current flying directives,,4,llm_v0
1A3X1,K,"Interpretation of diagrams, loading charts, and technical publications",llm,"Interpretation of diagrams, loading charts, and technical publications",,4,llm_v0
1A3X1,K,Border agency clearance requirements and forms,llm,Border agency clearance requirements and forms,,4,llm_v0
1A3X1,K,Principles of dispensing and preserving food aboard aircraft,llm,Principles of dispensing and preserving food aboard aircraft,,4,llm_v0
1A3X1,K,Cargo and personnel airdrop techniques and related equipment,llm,Cargo and personnel airdrop techniques and related equipment,,4,llm_v0
1A3X1,K,"Functions of aviation organizations (Training, Tactics, Scheduling, Evaluations)",llm,"Functions of aviation organizations (Training, Tactics, Scheduling, Evaluations)",,4,llm_v0
1A3X1,K,Mission Ready (MR) and Combat Mission Ready (CMR) standards and currency requirements,llm,Mission Ready (MR) and Combat Mission Ready (CMR) standards and currency requirements,,4,llm_v0
1A3X1,S,Performing aircraft weight and balance computations,llm,Performing aircraft weight and balance computations,,4,llm_v0
1A3X1,S,Maintaining aircraft records and documentation,llm,Maintaining aircraft records and documentation,,4,llm_v0
1A3X1,S,Conducting aircraft systems maintenance and inspections,llm,Conducting aircraft systems maintenance and inspections,,4,llm_v0
1A3X1,S,"Inspecting, operating, and troubleshooting in-flight refueling systems",llm,"Inspecting, operating, and troubleshooting in-flight refueling systems",,4,llm_v0
1A3X1,S,Preparing and verifying load plans,llm,Preparing and verifying load plans,,4,llm_v0
1A3X1,S,Loading and unloading aircraft,llm,Loading and unloading aircraft,,4,llm_v0
1A3X1,S,Instructing passengers on emergency equipment and procedures,llm,Instructing passengers on emergency equipment and procedures,,4,llm_v0
1A3X1,S,Executing in-flight emergency procedures,llm,Executing in-flight emergency procedures,,4,llm_v0
1A3X1,S,Using personal equipment and oxygen,llm,Using personal equipment and oxygen,,4,llm_v0
1A3X1,S,Operating aircrew communications equipment and procedures,llm,Operating aircrew communications equipment and procedures,,4,llm_v0
1A3X1,S,"Interpreting diagrams, loading charts, and technical publications",llm,"Interpreting diagrams, loading charts, and technical publications",,4,llm_v0
1A3X1,S,Completing border agency clearance documentation,llm,Completing border agency clearance documentation,,4,llm_v0
1A3X1,S,Dispensing and preserving food aboard aircraft,llm,Dispensing and preserving food aboard aircraft,,4,llm_v0
1A3X1,S,Conducting cargo and personnel airdrop operations,llm,Conducting cargo and personnel airdrop operations,,4,llm_v0
1A3X1,S,Maintaining and documenting Mission Ready/Combat Mission Ready status,llm,Maintaining and documenting Mission Ready/Combat Mission Ready status,,4,llm_v0
1A3X1,S,"Supporting Training, Tactics, Scheduling, and Evaluations shop functions",llm,"Supporting Training, Tactics, Scheduling, and Evaluations shop functions",,4,llm_v0
1A3X1,A,Ability to compute and verify aircraft weight and balance accurately,llm,Ability to compute and verify aircraft weight and balance accurately,,4,llm_v0
1A3X1,A,Ability to diagnose and resolve issues in in-flight refueling systems,llm,Ability to diagnose and resolve issues in in-flight refueling systems,,4,llm_v0
1A3X1,A,Ability to apply technical directives and publications to operations,llm,Ability to apply technical directives and publications to operations,,4,llm_v0
1A3X1,A,Ability to teach and brief passengers effectively,llm,Ability to teach and brief passengers effectively,,4,llm_v0
1A3X1,A,Ability to perform under time-critical and emergency conditions,llm,Ability to perform under time-critical and emergency conditions,,4,llm_v0
1A3X1,A,Ability to communicate clearly with aircrew and external agencies,llm,Ability to communicate clearly with aircrew and external agencies,,4,llm_v0
1A3X1,A,Physical ability to handle cargo and operate aircraft equipment,llm,Physical ability to handle cargo and operate aircraft equipment,,4,llm_v0
1A3X1,A,Ability to maintain qualification currency and mission readiness,llm,Ability to maintain qualification currency and mission readiness,,4,llm_v0
1A3X1,A,Ability to interpret charts and diagrams quickly and accurately,llm,Ability to interpret charts and diagrams quickly and accurately,,4,llm_v0
1A3X1,A,"Ability to coordinate across training, tactics, scheduling, and evaluations functions",llm,"Ability to coordinate across training, tactics, scheduling, and evaluations functions",,4,llm_v0
1A3X1,A,Ability to adhere to border clearance and regulatory requirements,llm,Ability to adhere to border clearance and regulatory requirements,,4,llm_v0
1A3X1,A,Ability to maintain attention to detail in documentation and inspections,llm,Ability to maintain attention to detail in documentation and inspections,,4,llm_v0
1A3X1,A,"Ability to work safely in aircraft environments, including use of oxygen at altitude",llm,"Ability to work safely in aircraft environments, including use of oxygen at altitude",,4,llm_v0
1A3X1,K,In-flight refueling systems principles and operations,llm,In-flight refueling systems principles and operations,,5,llm_v0
1A3X1,K,Load planning principles,llm,Load planning principles,,5,llm_v0
1A3X1,K,Airdrop techniques and procedures,llm,Airdrop techniques and procedures,,5,llm_v0
1A3X1,K,Aircraft weight and balance principles,llm,Aircraft weight and balance principles,,5,llm_v0
1A3X1,K,Emergency equipment and in-flight emergency procedures,llm,Emergency equipment and in-flight emergency procedures,,5,llm_v0
1A3X1,K,Personal survival equipment and oxygen system use,llm,Personal survival equipment and oxygen system use,,5,llm_v0
1A3X1,K,Aircrew communications procedures,llm,Aircrew communications procedures,,5,llm_v0
1A3X1,K,Current flying directives and regulations,llm,Current flying directives and regulations,,5,llm_v0
1A3X1,K,Technical diagrams and applicable technical publications,llm,Technical diagrams and applicable technical publications,,5,llm_v0
1A3X1,K,Border agency clearance requirements and forms,llm,Border agency clearance requirements and forms,,5,llm_v0
1A3X1,K,Principles of dispensing and preserving food aboard aircraft,llm,Principles of dispensing and preserving food aboard aircraft,,5,llm_v0
1A3X1,K,Cargo restraint principles and techniques,llm,Cargo restraint principles and techniques,,5,llm_v0
1A3X1,K,Flight engineer functions,llm,Flight engineer functions,,5,llm_v0
1A3X1,K,Mobility mission functions and activities,llm,Mobility mission functions and activities,,5,llm_v0
1A3X1,K,DAFMAN 48-123 medical standards for aircrew duty,llm,DAFMAN 48-123 medical standards for aircrew duty,,5,llm_v0
1A3X1,K,AFI 11-402 aviation service qualifications,llm,AFI 11-402 aviation service qualifications,,5,llm_v0
1A3X1,S,Inspecting in-flight refueling systems,llm,Inspecting in-flight refueling systems,,5,llm_v0
1A3X1,S,Operating in-flight refueling systems,llm,Operating in-flight refueling systems,,5,llm_v0
1A3X1,S,Troubleshooting in-flight refueling systems,llm,Troubleshooting in-flight refueling systems,,5,llm_v0
1A3X1,S,Preparing and verifying aircraft load plans,llm,Preparing and verifying aircraft load plans,,5,llm_v0
1A3X1,S,Loading and unloading aircraft cargo,llm,Loading and unloading aircraft cargo,,5,llm_v0
1A3X1,S,Instructing passengers on emergency equipment and procedures,llm,Instructing passengers on emergency equipment and procedures,,5,llm_v0
1A3X1,S,Instructing on airdrop techniques,llm,Instructing on airdrop techniques,,5,llm_v0
1A3X1,S,Computing aircraft weight and balance using arithmetic,llm,Computing aircraft weight and balance using arithmetic,,5,llm_v0
1A3X1,S,Using personal equipment and oxygen systems,llm,Using personal equipment and oxygen systems,,5,llm_v0
1A3X1,S,Conducting aircrew communications,llm,Conducting aircrew communications,,5,llm_v0
1A3X1,S,Interpreting diagrams and technical publications,llm,Interpreting diagrams and technical publications,,5,llm_v0
1A3X1,S,Completing border clearance documentation and forms,llm,Completing border clearance documentation and forms,,5,llm_v0
1A3X1,S,Applying cargo restraint techniques,llm,Applying cargo restraint techniques,,5,llm_v0
1A3X1,S,Dispensing and preserving food aboard aircraft,llm,Dispensing and preserving food aboard aircraft,,5,llm_v0
1A3X1,S,Managing and directing mobility mission activities,llm,Managing and directing mobility mission activities,,5,llm_v0
1A3X1,S,Supervising flight engineer activities,llm,Supervising flight engineer activities,,5,llm_v0
1A3X1,A,"Supervise aviation organizational functions and shops (Training, Tactics, Scheduling, Evaluations)",llm,"Supervise aviation organizational functions and shops (Training, Tactics, Scheduling, Evaluations)",,5,llm_v0
1A3X1,A,Maintain physical qualification for aircrew duty (DAFMAN 48-123 Class III),llm,Maintain physical qualification for aircrew duty (DAFMAN 48-123 Class III),,5,llm_v0
1A3X1,A,Maintain normal depth perception,llm,Maintain normal depth perception,,5,llm_v0
1A3X1,A,Qualify for aviation service and retain aeronautical ratings eligibility (AFI 11-402),llm,Qualify for aviation service and retain aeronautical ratings eligibility (AFI 11-402),,5,llm_v0
1A3X1,A,Maintain eligibility to deploy and mobilize worldwide,llm,Maintain eligibility to deploy and mobilize worldwide,,5,llm_v0
1A3X1,A,Meet height standards per medical standards directory,llm,Meet height standards per medical standards directory,,5,llm_v0
1A3X1,K,Air Force cybersecurity policy (AFI 17-130) and computer security standards (AFMAN 17-1301),llm,Air Force cybersecurity policy (AFI 17-130) and computer security standards (AFMAN 17-1301),,6,llm_v0
1A3X1,K,DoD and Air Force personnel security program policy (DoDM 5200.02; AFMAN 16-1405),llm,DoD and Air Force personnel security program policy (DoDM 5200.02; AFMAN 16-1405),,6,llm_v0
1A3X1,K,"Principles of classified information protection and access tiers (e.g., Tier 3)",llm,"Principles of classified information protection and access tiers (e.g., Tier 3)",,6,llm_v0
1A3X1,K,"Ready Aircrew Program (RAP) mission-readiness categories and requirements (NMR/NCMR, UQ)",llm,"Ready Aircrew Program (RAP) mission-readiness categories and requirements (NMR/NCMR, UQ)",,6,llm_v0
1A3X1,K,"Roles and platform basics for flight engineer, loadmaster, and boom operator on specified aircraft (C-5, C-17, C-130H/J/WC-130, E-3, E-8, EC-130H, KC-10, KC-46, KC-135)",llm,"Roles and platform basics for flight engineer, loadmaster, and boom operator on specified aircraft (C-5, C-17, C-130H/J/WC-130, E-3, E-8, EC-130H, KC-10, KC-46, KC-135)",,6,llm_v0
1A3X1,S,Maintain local network access in compliance with Air Force cybersecurity and computer security directives,llm,Maintain local network access in compliance with Air Force cybersecurity and computer security directives,,6,llm_v0
1A3X1,S,Apply cybersecurity and user security procedures on classified systems and networks,llm,Apply cybersecurity and user security procedures on classified systems and networks,,6,llm_v0
1A3X1,S,Execute personnel security processes to obtain and maintain Tier 3/Secret eligibility,llm,Execute personnel security processes to obtain and maintain Tier 3/Secret eligibility,,6,llm_v0
1A3X1,S,Track and document aircrew currency and mission-ready status within the Ready Aircrew Program,llm,Track and document aircrew currency and mission-ready status within the Ready Aircrew Program,,6,llm_v0
1A3X1,S,"Perform platform-specific aircrew procedures for flight engineer, loadmaster, and boom operator roles",llm,"Perform platform-specific aircrew procedures for flight engineer, loadmaster, and boom operator roles",,6,llm_v0
1A3X1,A,Obtain and maintain eligibility for Tier 3 investigation and Secret clearance,llm,Obtain and maintain eligibility for Tier 3 investigation and Secret clearance,,6,llm_v0
1A3X1,A,Work reliably in classified environments while safeguarding information and systems,llm,Work reliably in classified environments while safeguarding information and systems,,6,llm_v0
1A3X1,A,Sustain mission-ready status without excessive downgrades across a RAP cycle,llm,Sustain mission-ready status without excessive downgrades across a RAP cycle,,6,llm_v0
1A3X1,A,Adapt to different aircraft platforms and specialty shredouts as assigned,llm,Adapt to different aircraft platforms and specialty shredouts as assigned,,6,llm_v0
1A3X1,A,Follow compliance-driven procedures with attention to detail and accountability,llm,Follow compliance-driven procedures with attention to detail and accountability,,6,llm_v0
1C3,K,"Command and control (C2) doctrine, principles, and procedures",llm,"Command and control (C2) doctrine, principles, and procedures",,0,llm_v0
1C3,K,"Command, control, and communications (C3) concepts across the full spectrum of operations",llm,"Command, control, and communications (C3) concepts across the full spectrum of operations",,0,llm_v0
1C3,K,"Functions and workflows of command posts and operations centers (fixed, mobile, airborne)",llm,"Functions and workflows of command posts and operations centers (fixed, mobile, airborne)",,0,llm_v0
1C3,K,"C2 communications systems, networks, consoles, and message formats",llm,"C2 communications systems, networks, consoles, and message formats",,0,llm_v0
1C3,K,"Emergency Action Message (EAM) authorities, protocols, and routing (CJCS, HAF, HQSF, Combatant Commands)",llm,"Emergency Action Message (EAM) authorities, protocols, and routing (CJCS, HAF, HQSF, Combatant Commands)",,0,llm_v0
1C3,K,Department of the Air Force Operational Reporting Program policies and procedures,llm,Department of the Air Force Operational Reporting Program policies and procedures,,0,llm_v0
1C3,K,International treaty compliance reporting requirements and guidelines,llm,International treaty compliance reporting requirements and guidelines,,0,llm_v0
1C3,K,"All-domain operations fundamentals (air, space, cyber, and joint/combined environments)",llm,"All-domain operations fundamentals (air, space, cyber, and joint/combined environments)",,0,llm_v0
1C3,K,Information management and time-sensitive information dissemination principles,llm,Information management and time-sensitive information dissemination principles,,0,llm_v0
1C3,K,CBRN and conventional warning and reporting doctrine,llm,CBRN and conventional warning and reporting doctrine,,0,llm_v0
1C3,K,Positive control concepts for forces and weapons systems,llm,Positive control concepts for forces and weapons systems,,0,llm_v0
1C3,K,"Security classification, safeguarding, and handling of sensitive/critical information",llm,"Security classification, safeguarding, and handling of sensitive/critical information",,0,llm_v0
1C3,K,"Crisis, contingency, emergency, and disaster response frameworks",llm,"Crisis, contingency, emergency, and disaster response frameworks",,0,llm_v0
1C3,K,Homeland security and national defense operational structures,llm,Homeland security and national defense operational structures,,0,llm_v0
1C3,S,Operating C2 communications systems and consoles,llm,Operating C2 communications systems and consoles,,0,llm_v0
1C3,S,"Receiving, processing, and transmitting Emergency Action Messages",llm,"Receiving, processing, and transmitting Emergency Action Messages",,0,llm_v0
1C3,S,Disseminating time-sensitive critical information to senior leaders and support agencies,llm,Disseminating time-sensitive critical information to senior leaders and support agencies,,0,llm_v0
1C3,S,Establishing and implementing operational reporting procedures,llm,Establishing and implementing operational reporting procedures,,0,llm_v0
1C3,S,Compiling and submitting international treaty compliance reports,llm,Compiling and submitting international treaty compliance reports,,0,llm_v0
1C3,S,Conducting CBRN and conventional warning and reporting activities,llm,Conducting CBRN and conventional warning and reporting activities,,0,llm_v0
1C3,S,Maintaining positive control of assigned forces and weapons systems via communications,llm,Maintaining positive control of assigned forces and weapons systems via communications,,0,llm_v0
1C3,S,"Coordinating activities across command posts, operations centers, and higher headquarters",llm,"Coordinating activities across command posts, operations centers, and higher headquarters",,0,llm_v0
1C3,S,"Monitoring, logging, and updating operational status and situational displays",llm,"Monitoring, logging, and updating operational status and situational displays",,0,llm_v0
1C3,S,"Applying SOPs, checklists, and battle rhythm processes during all phases of operations",llm,"Applying SOPs, checklists, and battle rhythm processes during all phases of operations",,0,llm_v0
1C3,S,Prioritizing and triaging communications and reports under time constraints,llm,Prioritizing and triaging communications and reports under time constraints,,0,llm_v0
1C3,S,"Interfacing with joint, interagency, and coalition partners",llm,"Interfacing with joint, interagency, and coalition partners",,0,llm_v0
1C3,S,"Executing C3 actions during peacetime, emergencies, crises, contingencies, and war",llm,"Executing C3 actions during peacetime, emergencies, crises, contingencies, and war",,0,llm_v0
1C3,S,Maintaining accurate records and communication logs,llm,Maintaining accurate records and communication logs,,0,llm_v0
1C3,A,"Make rapid, accurate decisions under stress and time pressure",llm,"Make rapid, accurate decisions under stress and time pressure",,0,llm_v0
1C3,A,Maintain multi-domain situational awareness in dynamic environments,llm,Maintain multi-domain situational awareness in dynamic environments,,0,llm_v0
1C3,A,Communicate clearly and succinctly with leaders and partner agencies (oral and written),llm,Communicate clearly and succinctly with leaders and partner agencies (oral and written),,0,llm_v0
1C3,A,Multitask and manage concurrent communications and operational tasks,llm,Multitask and manage concurrent communications and operational tasks,,0,llm_v0
1C3,A,Follow strict procedures and protocols with high attention to detail,llm,Follow strict procedures and protocols with high attention to detail,,0,llm_v0
1C3,A,Safeguard and properly handle classified and time-sensitive information,llm,Safeguard and properly handle classified and time-sensitive information,,0,llm_v0
1C3,A,"Adapt to fixed ground, mobile, and airborne operating environments",llm,"Adapt to fixed ground, mobile, and airborne operating environments",,0,llm_v0
1C3,A,"Coordinate and synchronize actions across units, agencies, and echelons",llm,"Coordinate and synchronize actions across units, agencies, and echelons",,0,llm_v0
1C3,A,"Detect, assess, and escalate critical events appropriately",llm,"Detect, assess, and escalate critical events appropriately",,0,llm_v0
1C3,A,Operate effectively during CBRN-related operations and constraints,llm,Operate effectively during CBRN-related operations and constraints,,0,llm_v0
1C3,A,"Learn and apply new systems, tools, and procedures quickly",llm,"Learn and apply new systems, tools, and procedures quickly",,0,llm_v0
1C3,A,Sustain attention and performance during extended and shift operations,llm,Sustain attention and performance during extended and shift operations,,0,llm_v0
1C3,A,"Interpret and apply policy, directives, and reporting guidance",llm,"Interpret and apply policy, directives, and reporting guidance",,0,llm_v0
1C3,A,"Lead, supervise, or manage operations center activities as required",llm,"Lead, supervise, or manage operations center activities as required",,0,llm_v0
1C3,K,"Command and Control (C2) doctrine, processes, and organizational roles",llm,"Command and Control (C2) doctrine, processes, and organizational roles",,1,llm_v0
1C3,K,Combined/Joint All-Domain C2 (CJADC2) and Joint All-Domain Operations (JADO) concepts,llm,Combined/Joint All-Domain C2 (CJADC2) and Joint All-Domain Operations (JADO) concepts,,1,llm_v0
1C3,K,Air Force Emergency Management (EM) Program principles and C3 support,llm,Air Force Emergency Management (EM) Program principles and C3 support,,1,llm_v0
1C3,K,"Emergency plans, Operations Orders (OPORDs), and Operations Plans (OPLANs)",llm,"Emergency plans, Operations Orders (OPORDs), and Operations Plans (OPLANs)",,1,llm_v0
1C3,K,"Mission Type Orders (WARNORD, TASKORD, PTDO, PLANORD, EXORD) purpose and use",llm,"Mission Type Orders (WARNORD, TASKORD, PTDO, PLANORD, EXORD) purpose and use",,1,llm_v0
1C3,K,"Nuclear command, control, and communications (NC3) procedures for nuclear and conventional operations",llm,"Nuclear command, control, and communications (NC3) procedures for nuclear and conventional operations",,1,llm_v0
1C3,K,"Installation C2 nodes and functions (BDOC, EOC, AMOPS, etc.)",llm,"Installation C2 nodes and functions (BDOC, EOC, AMOPS, etc.)",,1,llm_v0
1C3,K,"Emergency Action Message (EAM) formatting, handling, and dissemination procedures",llm,"Emergency Action Message (EAM) formatting, handling, and dissemination procedures",,1,llm_v0
1C3,K,"Secure communications, message authentication, and record copy systems",llm,"Secure communications, message authentication, and record copy systems",,1,llm_v0
1C3,K,Search and Rescue (SAR) doctrine and coordination procedures,llm,Search and Rescue (SAR) doctrine and coordination procedures,,1,llm_v0
1C3,K,"Force diversion, recall, evacuation, recovery, and reconstitution processes",llm,"Force diversion, recall, evacuation, recovery, and reconstitution processes",,1,llm_v0
1C3,K,"Interagency and joint coordination protocols across planning, execution, and evaluation phases",llm,"Interagency and joint coordination protocols across planning, execution, and evaluation phases",,1,llm_v0
1C3,S,Monitoring mission execution and maintaining multi-mission situational awareness,llm,Monitoring mission execution and maintaining multi-mission situational awareness,,1,llm_v0
1C3,S,Fusing data from disparate C2 nodes to produce a consolidated operational picture,llm,Fusing data from disparate C2 nodes to produce a consolidated operational picture,,1,llm_v0
1C3,S,Coordinating and issuing mission orders and directives in accordance with MTOs and plans,llm,Coordinating and issuing mission orders and directives in accordance with MTOs and plans,,1,llm_v0
1C3,S,"Receiving, processing, and disseminating Emergency Action Messages via voice and record copy systems",llm,"Receiving, processing, and disseminating Emergency Action Messages via voice and record copy systems",,1,llm_v0
1C3,S,"Encoding, decoding, transmitting, and relaying time-sensitive authenticated messages",llm,"Encoding, decoding, transmitting, and relaying time-sensitive authenticated messages",,1,llm_v0
1C3,S,Liaising with first responders and supporting life-saving response operations,llm,Liaising with first responders and supporting life-saving response operations,,1,llm_v0
1C3,S,Mobilizing resources and coordinating rapid emergency response actions,llm,Mobilizing resources and coordinating rapid emergency response actions,,1,llm_v0
1C3,S,"Relaying C2 instructions for diversion, recall, evacuation, recovery, and reconstitution",llm,"Relaying C2 instructions for diversion, recall, evacuation, recovery, and reconstitution",,1,llm_v0
1C3,S,Coordinating and executing search and rescue activities,llm,Coordinating and executing search and rescue activities,,1,llm_v0
1C3,S,"Synchronizing actions among multiple agencies, organizations, and units",llm,"Synchronizing actions among multiple agencies, organizations, and units",,1,llm_v0
1C3,S,"Planning, executing, and evaluating C2 operations, including after-action coordination",llm,"Planning, executing, and evaluating C2 operations, including after-action coordination",,1,llm_v0
1C3,S,Operating ground and in-flight communications to support worldwide operations,llm,Operating ground and in-flight communications to support worldwide operations,,1,llm_v0
1C3,A,"Maintain accurate, real-time situational awareness in dynamic, multi-domain environments",llm,"Maintain accurate, real-time situational awareness in dynamic, multi-domain environments",,1,llm_v0
1C3,A,"Make timely, sound decisions under high-stress, no-fail conditions",llm,"Make timely, sound decisions under high-stress, no-fail conditions",,1,llm_v0
1C3,A,Prioritize and allocate limited resources to meet commander’s intent,llm,Prioritize and allocate limited resources to meet commander’s intent,,1,llm_v0
1C3,A,"Communicate clearly, concisely, and securely across echelons and agencies",llm,"Communicate clearly, concisely, and securely across echelons and agencies",,1,llm_v0
1C3,A,Strictly follow procedures and authentication protocols for sensitive and nuclear-related actions,llm,Strictly follow procedures and authentication protocols for sensitive and nuclear-related actions,,1,llm_v0
1C3,A,Integrate information quickly from multiple systems and translate it into actionable guidance,llm,Integrate information quickly from multiple systems and translate it into actionable guidance,,1,llm_v0
1C3,A,"Coordinate joint, combined, and interagency activities to achieve unity of effort",llm,"Coordinate joint, combined, and interagency activities to achieve unity of effort",,1,llm_v0
1C3,A,Adapt to rapidly changing mission requirements and operational conditions,llm,Adapt to rapidly changing mission requirements and operational conditions,,1,llm_v0
1C3,A,Sustain attention to detail to prevent errors in message handling and order execution,llm,Sustain attention to detail to prevent errors in message handling and order execution,,1,llm_v0
1C3,A,Operate effectively with both ground and in-flight assets supporting global operations,llm,Operate effectively with both ground and in-flight assets supporting global operations,,1,llm_v0
1C3,K,Aerospace Control Alert mission protocols and threat response concepts,llm,Aerospace Control Alert mission protocols and threat response concepts,,2,llm_v0
1C3,K,"Intercept, inspection, influence, and defeat procedures for airborne threats",llm,"Intercept, inspection, influence, and defeat procedures for airborne threats",,2,llm_v0
1C3,K,"Command and Control (C2) doctrine, processes, and operations center procedures",llm,"Command and Control (C2) doctrine, processes, and operations center procedures",,2,llm_v0
1C3,K,"Aircraft operations and flight-following fundamentals, including movement control, aircrew support, maintenance coordination, fleet services, and passenger/cargo support",llm,"Aircraft operations and flight-following fundamentals, including movement control, aircrew support, maintenance coordination, fleet services, and passenger/cargo support",,2,llm_v0
1C3,K,Launch and space asset status monitoring concepts,llm,Launch and space asset status monitoring concepts,,2,llm_v0
1C3,K,"Communications procedures among aircrews, operations centers, and higher headquarters, including secure communications",llm,"Communications procedures among aircrews, operations centers, and higher headquarters, including secure communications",,2,llm_v0
1C3,K,"Resource management and accountability, including handling and control of classified material",llm,"Resource management and accountability, including handling and control of classified material",,2,llm_v0
1C3,K,"Operational readiness standards, compliance requirements, and inspection criteria",llm,"Operational readiness standards, compliance requirements, and inspection criteria",,2,llm_v0
1C3,K,C2 Operations self-assessment methodologies and process improvement principles,llm,C2 Operations self-assessment methodologies and process improvement principles,,2,llm_v0
1C3,K,"Meteorology basics and weather reporting (watches, advisories, warnings, forecasts)",llm,"Meteorology basics and weather reporting (watches, advisories, warnings, forecasts)",,2,llm_v0
1C3,K,Department of the Air Force (DAF) Reporting Program requirements and formats,llm,Department of the Air Force (DAF) Reporting Program requirements and formats,,2,llm_v0
1C3,K,"Operational reporting types: OPREP, CCIR, attainment/deviation, nuclear execution reporting (NEREP), international treaty, and aerospace asset reporting",llm,"Operational reporting types: OPREP, CCIR, attainment/deviation, nuclear execution reporting (NEREP), international treaty, and aerospace asset reporting",,2,llm_v0
1C3,K,"Information analysis, dissemination, and situational reporting principles",llm,"Information analysis, dissemination, and situational reporting principles",,2,llm_v0
1C3,K,"Mission command authority, organizational relationships, and chain of command",llm,"Mission command authority, organizational relationships, and chain of command",,2,llm_v0
1C3,K,Installation and interagency coordination procedures,llm,Installation and interagency coordination procedures,,2,llm_v0
1C3,S,Execute quick-response launch authorization procedures for alert missions,llm,Execute quick-response launch authorization procedures for alert missions,,2,llm_v0
1C3,S,Flight-follow and track status of aerospace resources,llm,Flight-follow and track status of aerospace resources,,2,llm_v0
1C3,S,Monitor aircraft movement and relay time-sensitive information between aircrews and operations centers,llm,Monitor aircraft movement and relay time-sensitive information between aircrews and operations centers,,2,llm_v0
1C3,S,Coordinate mission delays and actions with installation and external agencies,llm,Coordinate mission delays and actions with installation and external agencies,,2,llm_v0
1C3,S,Track and update status of launch and space assets,llm,Track and update status of launch and space assets,,2,llm_v0
1C3,S,Track location/status of key personnel and facilitate immediate communications with higher headquarters,llm,Track location/status of key personnel and facilitate immediate communications with higher headquarters,,2,llm_v0
1C3,S,Implement controls for proper use and safeguarding of resources and classified material,llm,Implement controls for proper use and safeguarding of resources and classified material,,2,llm_v0
1C3,S,"Develop, evaluate, and refine C2 Operations processes",llm,"Develop, evaluate, and refine C2 Operations processes",,2,llm_v0
1C3,S,Conduct self-assessments and produce corrective action recommendations,llm,Conduct self-assessments and produce corrective action recommendations,,2,llm_v0
1C3,S,Verify operational readiness and compliance with standards,llm,Verify operational readiness and compliance with standards,,2,llm_v0
1C3,S,"Maintain, interpret, and disseminate current and forecasted weather watches, advisories, and warnings",llm,"Maintain, interpret, and disseminate current and forecasted weather watches, advisories, and warnings",,2,llm_v0
1C3,S,"Prepare and submit OPREP, CCIR, attainment/deviation, NEREP, international treaty, and aerospace asset reports",llm,"Prepare and submit OPREP, CCIR, attainment/deviation, NEREP, international treaty, and aerospace asset reports",,2,llm_v0
1C3,S,Analyze and disseminate information derived from DAF reporting,llm,Analyze and disseminate information derived from DAF reporting,,2,llm_v0
1C3,S,"Operate C2 systems, status boards, and communications tools to maintain mission situational awareness",llm,"Operate C2 systems, status boards, and communications tools to maintain mission situational awareness",,2,llm_v0
1C3,S,"Document, escalate, and coordinate mission issues with higher headquarters",llm,"Document, escalate, and coordinate mission issues with higher headquarters",,2,llm_v0
1C3,A,Rapidly assess threats and make time-critical decisions,llm,Rapidly assess threats and make time-critical decisions,,2,llm_v0
1C3,A,Maintain continuous situational awareness across multiple assets and information streams,llm,Maintain continuous situational awareness across multiple assets and information streams,,2,llm_v0
1C3,A,Prioritize and manage concurrent tasks under pressure,llm,Prioritize and manage concurrent tasks under pressure,,2,llm_v0
1C3,A,"Communicate clearly, concisely, and accurately in high-tempo operations",llm,"Communicate clearly, concisely, and accurately in high-tempo operations",,2,llm_v0
1C3,A,"Apply standards, checklists, and procedures with strong attention to detail",llm,"Apply standards, checklists, and procedures with strong attention to detail",,2,llm_v0
1C3,A,Maintain operational security and handle classified information responsibly,llm,Maintain operational security and handle classified information responsibly,,2,llm_v0
