job_id,Description,text,Knowledge Required,Task Abilities,Skill Tag,confidence,type,description,afsc,title,category,evidence_snippet,source_method,doc_id,section,page,parent_skills,review_status
manual::21M,"AFSC 21M4*, Staff AFSC 21M3*, Qualified AFSC 21M1*, Entry (Changed 31 Oct 18) 1. Specialty Summary. Manages maintenance and modification of conventional munitions, nuclear weapons, intercontinental ballistic missiles (ICBM), and associated equipment. Administers weapons programs and resources. Directs nuclear weapons and conventional munitions accountability, storage, and maintenance production, staff activities, and related material programs. Manages missile maintenance activities at launch/missile alert facilities and launch control centers, including maintenance, repair, and inspection of missile systems, nuclear certified support vehicles and equipment, and other associated support equipment (SE). Serves as munitions and missile maintenance staff advisor to commanders. Related DoD Occupational Groups: 240500. 2. Duties and Responsibilities: 2.1. Formulates maintenance procedures for all munitions and missile systems. Builds integrated logistics support plans and develops maintenance support structures to sustain maintenance and personnel. Manages storage and distribution of Air Force munitions. Establishes training requirements and support standards of operational systems. Identifies and upgrades system deficiencies to meet mission requirements and enhance safety. 2.2. Assesses operational requirements and environment. Advises commanders on risks associated with conventional munitions, nuclear weapons, and missile operations. Evaluates explosives and nuclear safety criteria and develops explosives site plans for storage, movement, and operations of conventional munitions, nuclear weapons, and missiles. Conducts conventional munitions, nuclear weapons, and missile safety training. 2.3. Manages conventional munitions, nuclear weapons, and missile maintenance production. Recommends procedural and technical improvements and modifications. Schedules resources to ensure required readiness. Enforces technical performance standards and ensures assigned work force is properly trained and equipped. Assesses unit capability and advises commanders, supervisors, and staff. Budgets and allocates resources. Coordinates with operational and support units to ensure equipment readiness and efficiency of assigned forces. 2.4. Formulates maintenance plans. Plans and programs support requirements, modifications, and modernization. Defines technical problems and economic factors related to research and development, and system application. Reviews maintenance and operational data to evaluate programs, assess trends, and identify improvements and deficiencies. 2.5. 2.6. Plans and directs munitions support for in-place and Air Expeditionary Force operations. Plans and organizes munitions and missile maintenance activities; provides space, tools, test equipment, and spare parts; establishes workflow. Develops and improves methods and procedures for assembly, checkout, calibration, and analysis of aerospace systems. Establishes performance standards for system assembly, checkout, and component replacement. 2.7. Manages and coordinates activities to support intercontinental ballistic missile (ICBM) launch readiness operations. Advises commander on operational status of ICBM assets. Maintains liaison with manufacturers' representatives to solve maintenance and performance problems. Coordinates lateral logistics activities to ensure supply, transportation, and funding are integrated to support mission requirements. Represents logistics in development of flight procedures, mission checklists, and mission flight rules. 2.8. Writes munitions, nuclear weapon, and missile maintenance annexes to logistics plans. Provides weapon system data for operational and logistics support analysis. Monitors and evaluates contracted logistics and maintenance support activities. 2.9. Develops procedures for storing, assembling, delivering, inventory management, and testing conventional munitions, nuclear weapons, and missiles. 2.10. Develops procedures for, and manages, routine disposal of common US munitions. 2.11. Develops munitions accountability programs. Understands and manages all aspects of the Air Force munitions accountability system, including systems and procedures for financial accountability and auditability of assets. 3. Specialty Qualifications: 3.1. Knowledge. The following knowledge is mandatory for award of the AFSC indicated: 3.1.1. 21M3A. Maintenance management procedures and organizational and mission requirements; capabilities, limitations, and basic weapons, weapons procedures, and quality assurance; supply, transportation, civil engineer, and other unit operations related to munitions, missile, or aircraft maintenance units; conventional air-to-air missiles; air-to-ground weapons including guided, rocket- boosted, and unguided munitions; dispensers and submunitions; suspension and release equipment; fuses; wiring harnesses; loading procedures; safety tests; munitions (ground) handling equipment; maintenance management; production control and maintenance data collection procedures; and lateral logistics functions related to munitions maintenance. 3.1.2. 21M3I. Missile and re-entry systems; suspension and release equipment; weapon employment; nuclear surety; joint nuclear procedures; related test, handling, and support equipment; evolution of missiles; missile operations; solid and liquid rocket performance, maintenance capabilities, limitations, and employment of missile equipment; and ICBM life cycle logistics. 3.1.3. 21M3N. Nuclear weapons and warheads; nuclear armament systems; suspension and release equipment; nuclear weapons employment; Munitions Accountable Systems Officer responsibilities; nuclear weapons maintenance, life cycle management, and inspections; nuclear surety; nuclear theory, effects, and components; nuclear weapons storage; nuclear weapons movement; nuclear weapons physical security; nuclear weapons transportation; nuclear weapons maintenance documentation, records and reports; and joint nuclear procedures. 3.2. Education. For entry education requirements see Appendix A, 21M CIP Education Matrix. 3.3. Training. The following training is mandatory for award of the AFSC indicated: 3.3.1. 21M1. Completion of the Munitions and Missile Maintenance Officer Fundamentals Course is mandatory and a prerequisite for attending specialty shredout courses. 3.3.2. 21M1A. Completion of Conventional Munitions Officer Course. 3.3.3. 21M1I. Completion of ICBM Maintenance Officer Course. 3.3.4. 21M1N. Completion of Nuclear Maintenance Officer Course. 3.4. Experience. The following experience is mandatory for award of the AFSC specialty shredout indicated: 3.4.1. 21M3A. A minimum of 24 months experience managing conventional munitions maintenance activities and completion of Career Field Education and Training Plan requirements are mandatory. Completion of the Combat Ammunition Planning and Production 9CAPP) course is required. 3.4.2. 21M3I. A minimum of 24 months experience managing ICBM maintenance activities and completion of Career Field Education and Training Plan requirements are mandatory. 3.4.3. 21M3N. A minimum of 24 months experience managing nuclear weapons maintenance activities and completion of Career Field Education and Training Plan requirements are mandatory. Completion of the Nuclear Accountability Course is required within 24 months of assignment. 3.5. Other. 3.5.1. For entry into this specialty (ANG and AFRC officers exempt), accessions must be screened for eligibility and meet requirements of the Personnel Reliability Program (PRP) as outlined in the HQ AETC PRP prescreening guidance. 3.5.2. Specialty requires routine access to Tier 5 (T5) information, systems or similar classified environments. For award and retention of AFSCs 21MXX, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program. NOTE: Award of the entry level without a completed T5 Investigation is authorized provided an interim Top Secret security clearance has been granted according to DoDM 5200.02_AFMAN 16 -1405. 4. *Specialty Shredouts: Suffix Portion of AFS to Which Related A Conventional Suffix Portion of AFS to Which Related N I ICBM Nuclear",air force operations,[],[],ESCO.9897,0.5589534044265747,skill,"AFSC 21M4*, Staff AFSC 21M3*, Qualified AFSC 21M1*, Entry (Changed 31 Oct 18) 1. Specialty Summary. Manages maintenance and modification of conventional munitions, nuclear weapons, intercontinental ballistic missiles (ICBM), and associated equipment. Administers weapons programs and resources. Directs nuclear weapons and conventional munitions accountability, storage, and maintenance production, staff activities, and related material programs. Manages missile maintenance activities at launch/missile alert facilities and launch control centers, including maintenance, repair, and inspection of missile systems, nuclear certified support vehicles and equipment, and other associated support equipment (SE). Serves as munitions and missile maintenance staff advisor to commanders. Related DoD Occupational Groups: 240500. 2. Duties and Responsibilities: 2.1. Formulates maintenance procedures for all munitions and missile systems. Builds integrated logistics support plans and develops maintenance support structures to sustain maintenance and personnel. Manages storage and distribution of Air Force munitions. Establishes training requirements and support standards of operational systems. Identifies and upgrades system deficiencies to meet mission requirements and enhance safety. 2.2. Assesses operational requirements and environment. Advises commanders on risks associated with conventional munitions, nuclear weapons, and missile operations. Evaluates explosives and nuclear safety criteria and develops explosives site plans for storage, movement, and operations of conventional munitions, nuclear weapons, and missiles. Conducts conventional munitions, nuclear weapons, and missile safety training. 2.3. Manages conventional munitions, nuclear weapons, and missile maintenance production. Recommends procedural and technical improvements and modifications. Schedules resources to ensure required readiness. Enforces technical performance standards and ensures assigned work force is properly trained and equipped. Assesses unit capability and advises commanders, supervisors, and staff. Budgets and allocates resources. Coordinates with operational and support units to ensure equipment readiness and efficiency of assigned forces. 2.4. Formulates maintenance plans. Plans and programs support requirements, modifications, and modernization. Defines technical problems and economic factors related to research and development, and system application. Reviews maintenance and operational data to evaluate programs, assess trends, and identify improvements and deficiencies. 2.5. 2.6. Plans and directs munitions support for in-place and Air Expeditionary Force operations. Plans and organizes munitions and missile maintenance activities; provides space, tools, test equipment, and spare parts; establishes workflow. Develops and improves methods and procedures for assembly, checkout, calibration, and analysis of aerospace systems. Establishes performance standards for system assembly, checkout, and component replacement. 2.7. Manages and coordinates activities to support intercontinental ballistic missile (ICBM) launch readiness operations. Advises commander on operational status of ICBM assets. Maintains liaison with manufacturers' representatives to solve maintenance and performance problems. Coordinates lateral logistics activities to ensure supply, transportation, and funding are integrated to support mission requirements. Represents logistics in development of flight procedures, mission checklists, and mission flight rules. 2.8. Writes munitions, nuclear weapon, and missile maintenance annexes to logistics plans. Provides weapon system data for operational and logistics support analysis. Monitors and evaluates contracted logistics and maintenance support activities. 2.9. Develops procedures for storing, assembling, delivering, inventory management, and testing conventional munitions, nuclear weapons, and missiles. 2.10. Develops procedures for, and manages, routine disposal of common US munitions. 2.11. Develops munitions accountability programs. Understands and manages all aspects of the Air Force munitions accountability system, including systems and procedures for financial accountability and auditability of assets. 3. Specialty Qualifications: 3.1. Knowledge. The following knowledge is mandatory for award of the AFSC indicated: 3.1.1. 21M3A. Maintenance management procedures and organizational and mission requirements; capabilities, limitations, and basic weapons, weapons procedures, and quality assurance; supply, transportation, civil engineer, and other unit operations related to munitions, missile, or aircraft maintenance units; conventional air-to-air missiles; air-to-ground weapons including guided, rocket- boosted, and unguided munitions; dispensers and submunitions; suspension and release equipment; fuses; wiring harnesses; loading procedures; safety tests; munitions (ground) handling equipment; maintenance management; production control and maintenance data collection procedures; and lateral logistics functions related to munitions maintenance. 3.1.2. 21M3I. Missile and re-entry systems; suspension and release equipment; weapon employment; nuclear surety; joint nuclear procedures; related test, handling, and support equipment; evolution of missiles; missile operations; solid and liquid rocket performance, maintenance capabilities, limitations, and employment of missile equipment; and ICBM life cycle logistics. 3.1.3. 21M3N. Nuclear weapons and warheads; nuclear armament systems; suspension and release equipment; nuclear weapons employment; Munitions Accountable Systems Officer responsibilities; nuclear weapons maintenance, life cycle management, and inspections; nuclear surety; nuclear theory, effects, and components; nuclear weapons storage; nuclear weapons movement; nuclear weapons physical security; nuclear weapons transportation; nuclear weapons maintenance documentation, records and reports; and joint nuclear procedures. 3.2. Education. For entry education requirements see Appendix A, 21M CIP Education Matrix. 3.3. Training. The following training is mandatory for award of the AFSC indicated: 3.3.1. 21M1. Completion of the Munitions and Missile Maintenance Officer Fundamentals Course is mandatory and a prerequisite for attending specialty shredout courses. 3.3.2. 21M1A. Completion of Conventional Munitions Officer Course. 3.3.3. 21M1I. Completion of ICBM Maintenance Officer Course. 3.3.4. 21M1N. Completion of Nuclear Maintenance Officer Course. 3.4. Experience. The following experience is mandatory for award of the AFSC specialty shredout indicated: 3.4.1. 21M3A. A minimum of 24 months experience managing conventional munitions maintenance activities and completion of Career Field Education and Training Plan requirements are mandatory. Completion of the Combat Ammunition Planning and Production 9CAPP) course is required. 3.4.2. 21M3I. A minimum of 24 months experience managing ICBM maintenance activities and completion of Career Field Education and Training Plan requirements are mandatory. 3.4.3. 21M3N. A minimum of 24 months experience managing nuclear weapons maintenance activities and completion of Career Field Education and Training Plan requirements are mandatory. Completion of the Nuclear Accountability Course is required within 24 months of assignment. 3.5. Other. 3.5.1. For entry into this specialty (ANG and AFRC officers exempt), accessions must be screened for eligibility and meet requirements of the Personnel Reliability Program (PRP) as outlined in the HQ AETC PRP prescreening guidance. 3.5.2. Specialty requires routine access to Tier 5 (T5) information, systems or similar classified environments. For award and retention of AFSCs 21MXX, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program. NOTE: Award of the entry level without a completed T5 Investigation is authorized provided an interim Top Secret security clearance has been granted according to DoDM 5200.02_AFMAN 16 -1405. 4. *Specialty Shredouts: Suffix Portion of AFS to Which Related A Conventional Suffix Portion of AFS to Which Related N I ICBM Nuclear",21M,MUNITIONS AND MISSILE MAINTENANCE,Maintenance,,laiser,,,,,reviewed
manual::2A3,"AFSC 2A373, Craftsman AFSC 2A353*, Journeyman AFSC 2A333*, Apprentice AFSC 2A313*, Helper TACTICAL AIRCRAFT MAINTENANCE (Changed 31 Oct 21) 1. Specialty Summary. Maintains tactical aircraft, support equipment, and forms and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance, and maintenance support functions. Related DoD Occupational Subgroup: 160000. 2. Duties and Responsibilities: 2.1. Services aircraft. Performs end-of-runway, ground handling postflight, preflight, thru-flight, special inspections, and phase inspections. Performs sortie generation operations and hot pit refuels. Advises on problems maintaining, servicing, and inspecting aircraft and related aerospace equipment. Uses conventional or automated technical data to diagnose and solve maintenance problems on aircraft systems. Interprets and advises on maintenance procedures and policies to repair aircraft and related equipment. 2.2. Troubleshoots and maintains aircraft engines, hydraulic, and other related systems, structures, components, and related equipment. Removes and installs aircraft and engine components. Conducts functional tests of repaired engines, components, and systems. Adjusts, aligns, and rigs aircraft systems. Supervises and performs aircraft jacking, lifting, and towing operations. 2.3. Inspects aircraft structures, engines, systems, components, and related systems. Supervises and performs aircraft, engine, and component inspections. Interprets inspection findings and determines adequacy of corrective actions. Inspects and checks components for clearances, tolerances, proper installation, and operation. Inspects and operates powered and nonpowered aerospace ground equipment. Inspects and identifies aircraft corrosion for prevention and repair. Reviews maintenance forms, aircraft records, automated maintenance data systems, and historical reports to ensure complete documentation. Inventories and maintains aircraft equipment. 2.4. Performs flight chief, production superintendent, expediter, crew chief, repair and reclamation, and maintenance support functions. Coordinates maintenance plans and schedules to meet operational commitments. Supervises and assists in launching and recovering aircraft. Reviews maintenance data collection summaries to determine trends and production effectiveness. Performs crash recovery duties. Performs staff and supervisory management functions. 3. Specialty Qualifications: 3.1. Knowledge. Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical theory; principles, concepts, and application of maintenance directives and data reporting; using technical data; technical order use; Air Force supply and deficiency reporting procedures; and proper handling, use, and disposal of hazardous waste and materials. 3.2. Education. For entry into this specialty, completion of high school courses in physics, pneudraulics, and electronics is desirable. 3.3. Training. 3.3.1. For award of AFSC 2A333X, completion of a suffix specific basic aircraft maintenance course is mandatory. 3.3.2. For award of AFSC 2A373, complete craftsman aircraft maintenance course, if applicable. 3.4. Experience. The following experience is mandatory for award of the AFSC indicated: 3.4.1. 2A353X. Qualification in and possession of AFSC 2A333X. Also, experience in functions such as repairing and maintaining aircraft or related installed equipment. 3.4.2. 2A373. Qualification in and possession of AFSC 2A353X. Also, experience performing or supervising functions such as installing, inspecting, repairing, or overhauling aircraft structures, systems, and components. 3.5. Other. The following are mandatory as indicated: 3.5.1. For entry into this specialty: 3.5.1.1. Normal color vision as defined in AFI 48-123, Medical Examinations and Standards. 3.5.1.2. See attachment 4 for additional entry requirements. 3.5.2. For award and retention of these AFSCs: 3.5.2.1. Must maintain local network access IAW AFI 17-130, Cybersecurity Program Management and AFMAN 17-1301, Computer Security. 3.5.2.2. For award and retention of AFSCs 2A3X3/X, completion of a current Tier 3 (T3) Investigation required IAW DoDM 5200.02, AFMAN 16-1405, Air Force Personnel Security Program, is mandatory. NOTE: Award of the entry level without a completed T3 Investigation is authorized provided an interim Secret security clearance has been granted according to DoDM 5200.02, AFMAN 16 -1405. 4. *Specialty Shredouts: Suffix Primary Aircraft E A-10/U-2 L F-15 M F-16 NOTE: Suffixes are applicable to the 1-, 3-, and 5- skill levels only.",manage aircraft support systems,[],[],ESCO.10364,0.5685244798660278,ability,"AFSC 2A373, Craftsman AFSC 2A353*, Journeyman AFSC 2A333*, Apprentice AFSC 2A313*, Helper TACTICAL AIRCRAFT MAINTENANCE (Changed 31 Oct 21) 1. Specialty Summary. Maintains tactical aircraft, support equipment, and forms and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance, and maintenance support functions. Related DoD Occupational Subgroup: 160000. 2. Duties and Responsibilities: 2.1. Services aircraft. Performs end-of-runway, ground handling postflight, preflight, thru-flight, special inspections, and phase inspections. Performs sortie generation operations and hot pit refuels. Advises on problems maintaining, servicing, and inspecting aircraft and related aerospace equipment. Uses conventional or automated technical data to diagnose and solve maintenance problems on aircraft systems. Interprets and advises on maintenance procedures and policies to repair aircraft and related equipment. 2.2. Troubleshoots and maintains aircraft engines, hydraulic, and other related systems, structures, components, and related equipment. Removes and installs aircraft and engine components. Conducts functional tests of repaired engines, components, and systems. Adjusts, aligns, and rigs aircraft systems. Supervises and performs aircraft jacking, lifting, and towing operations. 2.3. Inspects aircraft structures, engines, systems, components, and related systems. Supervises and performs aircraft, engine, and component inspections. Interprets inspection findings and determines adequacy of corrective actions. Inspects and checks components for clearances, tolerances, proper installation, and operation. Inspects and operates powered and nonpowered aerospace ground equipment. Inspects and identifies aircraft corrosion for prevention and repair. Reviews maintenance forms, aircraft records, automated maintenance data systems, and historical reports to ensure complete documentation. Inventories and maintains aircraft equipment. 2.4. Performs flight chief, production superintendent, expediter, crew chief, repair and reclamation, and maintenance support functions. Coordinates maintenance plans and schedules to meet operational commitments. Supervises and assists in launching and recovering aircraft. Reviews maintenance data collection summaries to determine trends and production effectiveness. Performs crash recovery duties. Performs staff and supervisory management functions. 3. Specialty Qualifications: 3.1. Knowledge. Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical theory; principles, concepts, and application of maintenance directives and data reporting; using technical data; technical order use; Air Force supply and deficiency reporting procedures; and proper handling, use, and disposal of hazardous waste and materials. 3.2. Education. For entry into this specialty, completion of high school courses in physics, pneudraulics, and electronics is desirable. 3.3. Training. 3.3.1. For award of AFSC 2A333X, completion of a suffix specific basic aircraft maintenance course is mandatory. 3.3.2. For award of AFSC 2A373, complete craftsman aircraft maintenance course, if applicable. 3.4. Experience. The following experience is mandatory for award of the AFSC indicated: 3.4.1. 2A353X. Qualification in and possession of AFSC 2A333X. Also, experience in functions such as repairing and maintaining aircraft or related installed equipment. 3.4.2. 2A373. Qualification in and possession of AFSC 2A353X. Also, experience performing or supervising functions such as installing, inspecting, repairing, or overhauling aircraft structures, systems, and components. 3.5. Other. The following are mandatory as indicated: 3.5.1. For entry into this specialty: 3.5.1.1. Normal color vision as defined in AFI 48-123, Medical Examinations and Standards. 3.5.1.2. See attachment 4 for additional entry requirements. 3.5.2. For award and retention of these AFSCs: 3.5.2.1. Must maintain local network access IAW AFI 17-130, Cybersecurity Program Management and AFMAN 17-1301, Computer Security. 3.5.2.2. For award and retention of AFSCs 2A3X3/X, completion of a current Tier 3 (T3) Investigation required IAW DoDM 5200.02, AFMAN 16-1405, Air Force Personnel Security Program, is mandatory. NOTE: Award of the entry level without a completed T3 Investigation is authorized provided an interim Secret security clearance has been granted according to DoDM 5200.02, AFMAN 16 -1405. 4. *Specialty Shredouts: Suffix Primary Aircraft E A-10/U-2 L F-15 M F-16 NOTE: Suffixes are applicable to the 1-, 3-, and 5- skill levels only.",2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,,laiser,,,,,reviewed
manual::2A3,"AFSC 2A373, Craftsman AFSC 2A353*, Journeyman AFSC 2A333*, Apprentice AFSC 2A313*, Helper TACTICAL AIRCRAFT MAINTENANCE (Changed 31 Oct 21) 1. Specialty Summary. Maintains tactical aircraft, support equipment, and forms and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance, and maintenance support functions. Related DoD Occupational Subgroup: 160000. 2. Duties and Responsibilities: 2.1. Services aircraft. Performs end-of-runway, ground handling postflight, preflight, thru-flight, special inspections, and phase inspections. Performs sortie generation operations and hot pit refuels. Advises on problems maintaining, servicing, and inspecting aircraft and related aerospace equipment. Uses conventional or automated technical data to diagnose and solve maintenance problems on aircraft systems. Interprets and advises on maintenance procedures and policies to repair aircraft and related equipment. 2.2. Troubleshoots and maintains aircraft engines, hydraulic, and other related systems, structures, components, and related equipment. Removes and installs aircraft and engine components. Conducts functional tests of repaired engines, components, and systems. Adjusts, aligns, and rigs aircraft systems. Supervises and performs aircraft jacking, lifting, and towing operations. 2.3. Inspects aircraft structures, engines, systems, components, and related systems. Supervises and performs aircraft, engine, and component inspections. Interprets inspection findings and determines adequacy of corrective actions. Inspects and checks components for clearances, tolerances, proper installation, and operation. Inspects and operates powered and nonpowered aerospace ground equipment. Inspects and identifies aircraft corrosion for prevention and repair. Reviews maintenance forms, aircraft records, automated maintenance data systems, and historical reports to ensure complete documentation. Inventories and maintains aircraft equipment. 2.4. Performs flight chief, production superintendent, expediter, crew chief, repair and reclamation, and maintenance support functions. Coordinates maintenance plans and schedules to meet operational commitments. Supervises and assists in launching and recovering aircraft. Reviews maintenance data collection summaries to determine trends and production effectiveness. Performs crash recovery duties. Performs staff and supervisory management functions. 3. Specialty Qualifications: 3.1. Knowledge. Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical theory; principles, concepts, and application of maintenance directives and data reporting; using technical data; technical order use; Air Force supply and deficiency reporting procedures; and proper handling, use, and disposal of hazardous waste and materials. 3.2. Education. For entry into this specialty, completion of high school courses in physics, pneudraulics, and electronics is desirable. 3.3. Training. 3.3.1. For award of AFSC 2A333X, completion of a suffix specific basic aircraft maintenance course is mandatory. 3.3.2. For award of AFSC 2A373, complete craftsman aircraft maintenance course, if applicable. 3.4. Experience. The following experience is mandatory for award of the AFSC indicated: 3.4.1. 2A353X. Qualification in and possession of AFSC 2A333X. Also, experience in functions such as repairing and maintaining aircraft or related installed equipment. 3.4.2. 2A373. Qualification in and possession of AFSC 2A353X. Also, experience performing or supervising functions such as installing, inspecting, repairing, or overhauling aircraft structures, systems, and components. 3.5. Other. The following are mandatory as indicated: 3.5.1. For entry into this specialty: 3.5.1.1. Normal color vision as defined in AFI 48-123, Medical Examinations and Standards. 3.5.1.2. See attachment 4 for additional entry requirements. 3.5.2. For award and retention of these AFSCs: 3.5.2.1. Must maintain local network access IAW AFI 17-130, Cybersecurity Program Management and AFMAN 17-1301, Computer Security. 3.5.2.2. For award and retention of AFSCs 2A3X3/X, completion of a current Tier 3 (T3) Investigation required IAW DoDM 5200.02, AFMAN 16-1405, Air Force Personnel Security Program, is mandatory. NOTE: Award of the entry level without a completed T3 Investigation is authorized provided an interim Secret security clearance has been granted according to DoDM 5200.02, AFMAN 16 -1405. 4. *Specialty Shredouts: Suffix Primary Aircraft E A-10/U-2 L F-15 M F-16 NOTE: Suffixes are applicable to the 1-, 3-, and 5- skill levels only.",manage maintenance operations,[],[],ESCO.10755,0.556107223033905,ability,"AFSC 2A373, Craftsman AFSC 2A353*, Journeyman AFSC 2A333*, Apprentice AFSC 2A313*, Helper TACTICAL AIRCRAFT MAINTENANCE (Changed 31 Oct 21) 1. Specialty Summary. Maintains tactical aircraft, support equipment, and forms and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance, and maintenance support functions. Related DoD Occupational Subgroup: 160000. 2. Duties and Responsibilities: 2.1. Services aircraft. Performs end-of-runway, ground handling postflight, preflight, thru-flight, special inspections, and phase inspections. Performs sortie generation operations and hot pit refuels. Advises on problems maintaining, servicing, and inspecting aircraft and related aerospace equipment. Uses conventional or automated technical data to diagnose and solve maintenance problems on aircraft systems. Interprets and advises on maintenance procedures and policies to repair aircraft and related equipment. 2.2. Troubleshoots and maintains aircraft engines, hydraulic, and other related systems, structures, components, and related equipment. Removes and installs aircraft and engine components. Conducts functional tests of repaired engines, components, and systems. Adjusts, aligns, and rigs aircraft systems. Supervises and performs aircraft jacking, lifting, and towing operations. 2.3. Inspects aircraft structures, engines, systems, components, and related systems. Supervises and performs aircraft, engine, and component inspections. Interprets inspection findings and determines adequacy of corrective actions. Inspects and checks components for clearances, tolerances, proper installation, and operation. Inspects and operates powered and nonpowered aerospace ground equipment. Inspects and identifies aircraft corrosion for prevention and repair. Reviews maintenance forms, aircraft records, automated maintenance data systems, and historical reports to ensure complete documentation. Inventories and maintains aircraft equipment. 2.4. Performs flight chief, production superintendent, expediter, crew chief, repair and reclamation, and maintenance support functions. Coordinates maintenance plans and schedules to meet operational commitments. Supervises and assists in launching and recovering aircraft. Reviews maintenance data collection summaries to determine trends and production effectiveness. Performs crash recovery duties. Performs staff and supervisory management functions. 3. Specialty Qualifications: 3.1. Knowledge. Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical theory; principles, concepts, and application of maintenance directives and data reporting; using technical data; technical order use; Air Force supply and deficiency reporting procedures; and proper handling, use, and disposal of hazardous waste and materials. 3.2. Education. For entry into this specialty, completion of high school courses in physics, pneudraulics, and electronics is desirable. 3.3. Training. 3.3.1. For award of AFSC 2A333X, completion of a suffix specific basic aircraft maintenance course is mandatory. 3.3.2. For award of AFSC 2A373, complete craftsman aircraft maintenance course, if applicable. 3.4. Experience. The following experience is mandatory for award of the AFSC indicated: 3.4.1. 2A353X. Qualification in and possession of AFSC 2A333X. Also, experience in functions such as repairing and maintaining aircraft or related installed equipment. 3.4.2. 2A373. Qualification in and possession of AFSC 2A353X. Also, experience performing or supervising functions such as installing, inspecting, repairing, or overhauling aircraft structures, systems, and components. 3.5. Other. The following are mandatory as indicated: 3.5.1. For entry into this specialty: 3.5.1.1. Normal color vision as defined in AFI 48-123, Medical Examinations and Standards. 3.5.1.2. See attachment 4 for additional entry requirements. 3.5.2. For award and retention of these AFSCs: 3.5.2.1. Must maintain local network access IAW AFI 17-130, Cybersecurity Program Management and AFMAN 17-1301, Computer Security. 3.5.2.2. For award and retention of AFSCs 2A3X3/X, completion of a current Tier 3 (T3) Investigation required IAW DoDM 5200.02, AFMAN 16-1405, Air Force Personnel Security Program, is mandatory. NOTE: Award of the entry level without a completed T3 Investigation is authorized provided an interim Secret security clearance has been granted according to DoDM 5200.02, AFMAN 16 -1405. 4. *Specialty Shredouts: Suffix Primary Aircraft E A-10/U-2 L F-15 M F-16 NOTE: Suffixes are applicable to the 1-, 3-, and 5- skill levels only.",2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,,laiser,,,,,reviewed
,,maintenance directives principles concepts application,,,,0.82,knowledge,,2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,"Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical 
theory; principles, concepts, and application of maintenance directives and data re",document_explicit,manual::2A3,"3.1. 
Knowledge",123.0,,pending
,,data reporting principles concepts application,,,,0.82,knowledge,,2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,"Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical 
theory; principles, concepts, and application of maintenance directives and data re",document_explicit,manual::2A3,"3.1. 
Knowledge",123.0,,pending
,,principles applying to aircraft systems,,,,0.82,knowledge,,2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,"Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical 
theory; principles, concepts, and application of maintenance directives and data re",document_explicit,manual::2A3,"3.1. 
Knowledge",123.0,,pending
,,hazardous waste handling use disposal,,,,0.82,knowledge,,2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,"Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical 
theory; principles, concepts, and application of maintenance directives and data re",document_explicit,manual::2A3,"3.1. 
Knowledge",123.0,,pending
,,deficiency reporting procedures,,,,0.82,knowledge,,2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,"principles applying to aircraft systems; flight theory; hydraulic principles; electrical 
theory; principles, concepts, and application of maintenance directives and data reporting; using technical da",document_explicit,manual::2A3,"3.1. 
Knowledge",123.0,,pending
,,air force supply procedures,,,,0.82,knowledge,,2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,"Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical 
theory; principles, concepts, and application of maintenance directives and data re",document_explicit,manual::2A3,"3.1. 
Knowledge",123.0,,pending
,,hydraulic principles,,,,0.82,knowledge,,2A3,TACTICAL AIRCRAFT MAINTENANCE,Maintenance,"Knowledge is mandatory of: principles applying to aircraft systems; flight theory; hydraulic principles; electrical 
theory; principles, concepts, and application of maintenance directives and data re",document_explicit,manual::2A3,"3.1. 
Knowledge",123.0,,pending
